"","V1","V2"
"prc",0.615335508776354,1000
"prc",0.833332214102733,445
"prc",0.770186172834798,483
"prc",0.975731570145809,490
"prc",0.336197032637565,1000
"prc",0.484971156809479,714
"prc",0.564525143820792,1000
"prc",0.85898985261755,412
"prc",0.475893612448857,483
"prc",0.740323881810421,409
"prc",0.544525916581316,1000
"prc",0.673827858468262,565
"prc",0.730726553967186,432
"prc",0.821730535230873,439
"prc",0.738680813945465,327
"prc",0.496804888232374,442
"prc",0.961140600252239,465
"prc",0.782567088985268,433
"prc",0.410998452692201,637
"prc",0.926343149240768,419
"prc",0.394523819690095,1000
"prc",0.960412843015921,428
"prc",0.838124552075112,429
"prc",0.43052698957606,529
"prc",0.754305682497866,1000
"prc",0.844385454312478,511
"prc",0.164571069161974,1000
"prc",0.742439325405833,582
"prc",0.901807650138496,433
"prc",0.758713256202492,538
"prc",0.379022229508515,469
"prc",0.248919180278648,1000
"prc",0.853398478936915,670
"prc",0.203913927964464,1000
"prc",0.208865386448691,1000
"prc",0.500291545023302,1000
"prc",0.940227039514438,422
"prc",0.320912553097907,443
"prc",0.65109291635198,1000
"prc",0.577628646519985,1000
"prc",0.330560965991451,1000
"prc",0.483673308576439,1000
"prc",0.417399112779063,1000
"prc",0.975595819152088,452
"prc",0.280240175448102,1000
"prc",0.729163311184475,397
"prc",0.639205519064311,438
"prc",0.725208779796958,397
"prc",0.364348307005404,639
"prc",0.765336739803281,608
"prc",0.185959597465162,378
"prc",0.888172183733653,544
"prc",0.392919810351861,995
"prc",0.954523388570284,480
"prc",0.902844529014592,608
"prc",0.56165028359814,400
"prc",0.09524461593205,1000
"prc",0.876541676931083,520
"prc",0.689536756555203,1000
"prc",0.728713964395152,453
"prc",0.768886133772778,500
"prc",0.848825461605527,537
"prc",0.366684850223143,570
"prc",0.154816841999909,1000
"prc",0.55233136457665,547
"prc",0.845905487553454,657
"prc",0.585768935488647,1000
"prc",0.32095043617392,1000
"prc",0.786677190979176,411
"prc",0.948814809998023,438
