"","V1","V2"
"prc",0.93915071708205,231
"prc",0.922779203365173,257
"prc",0.619469387739824,288
"prc",0.324993599270124,247
"prc",0.80009516891019,327
"prc",0.681073881524305,500
"prc",0.492072689584365,324
"prc",0.950730090257803,299
"prc",0.602591044662119,373
"prc",0.507024662432206,304
"prc",0.0947330650216078,250
"prc",0.418626730595076,264
"prc",0.582421800861245,500
"prc",0.862681971324206,324
"prc",0.93569880288423,235
"prc",0.887223004098689,251
"prc",0.280593030419493,264
"prc",0.843273987171843,298
"prc",0.566429371656667,500
"prc",0.570090142095133,500
"prc",0.485531411373294,500
"prc",0.831855515018106,190
"prc",0.932257305657235,231
"prc",0.83556305319436,316
"prc",0.156567341803263,263
"prc",0.886466839194444,500
"prc",0.527653715858126,500
"prc",0.834442419328672,392
"prc",0.967882742950072,265
"prc",0.230812452007268,500
"prc",0.73575098021869,268
"prc",0.767347620206648,404
"prc",0.338352670491326,374
"prc",0.38718602036619,210
"prc",0.456640975854597,500
"prc",0.520016376476954,269
"prc",0.53854767034999,264
"prc",0.357836228321471,500
"prc",0.27043585844484,443
"prc",0.492874837416571,288
"prc",0.687502896191516,500
"prc",0.877190864664849,500
"prc",0.764568056071214,238
"prc",0.775957572483914,200
"prc",0.334235692110789,500
"prc",0.921400294566125,255
"prc",0.316210075946634,500
"prc",0.850484234299146,244
"prc",0.761732289658896,180
"prc",0.696483493892147,254
"prc",0.384274284684044,346
"prc",0.918347875131111,286
"prc",0.843086554568407,265
"prc",0.142603717168574,500
"prc",0.259872302586468,464
"prc",0.541128937684584,218
"prc",0.232060159842173,500
"prc",0.522761286254607,222
"prc",0.757154166182759,500
"prc",0.525059556223306,272
"prc",0.449934281586103,500
"prc",0.842831062472553,352
"prc",0.574483276154919,500
"prc",0.865619037482961,277
"prc",0.527876347056864,332
"prc",0.964915567379007,301
"prc",0.351940053351698,500
"prc",0.803519954758824,310
"prc",0.293637281826643,500
"prc",0.47871396734434,274
"prc",0.389174389061061,500
"prc",0.52301450903564,500
"prc",0.868562805429831,299
"prc",0.646936464154837,500
"prc",0.605242780039963,500
"prc",0.418954802339568,500
"prc",0.512847054611125,500
"prc",0.0934009021148086,500
"prc",0.88795410374216,208
"prc",0.420889248416996,500
"prc",0.605808039947833,500
"prc",0.320638887584209,359
"prc",0.452807961313748,500
"prc",0.895674078999197,355
"prc",0.579827125412503,302
"prc",0.243742245355,500
"prc",0.295306772333296,500
"prc",0.509003636260499,500
"prc",0.406980834849471,500
"prc",0.76663209801978,309
"prc",0.527010149790851,500
"prc",0.172267220527043,500
"prc",0.40056198567846,305
"prc",0.29527915215905,500
"prc",0.659933811272768,283
"prc",0.26545637995096,500
"prc",0.154874075670343,500
"prc",0.460960399021632,242
"prc",0.889645203171919,348
"prc",0.884455971419811,297
"prc",0.961016488882403,284
"prc",0.953148789329491,435
"prc",0.884009998200425,196
"prc",0.696593998794389,251
"prc",0.731728596348023,258
"prc",0.90203942286362,286
"prc",0.645023158970563,356
"prc",0.84328363573763,298
"prc",0.512644337115846,258
"prc",0.838988455934633,216
"prc",0.53141578715112,206
"prc",0.445220361931213,500
"prc",0.882374716183061,244
"prc",0.427412967357565,500
"prc",0.390430262568315,500
"prc",0.194104493440439,427
"prc",0.930542843407203,253
"prc",0.238340577836532,500
"prc",0.743611152576027,283
"prc",0.883797485810504,269
"prc",0.598290438614055,500
"prc",0.957365151120386,212
"prc",0.240643617190676,500
"prc",0.384399567335917,500
"prc",0.618514668242093,289
"prc",0.952098768542283,222
"prc",0.404579924656918,252
"prc",0.981578294799535,366
"prc",0.964922476048563,239
"prc",0.933479818835051,463
"prc",0.990553759385412,289
"prc",0.86248818007937,225
"prc",0.752055951010655,225
"prc",0.611299604064621,500
"prc",0.40845754703452,500
"prc",0.406247246973947,263
"prc",0.763002916074851,214
"prc",0.600425598448982,275
"prc",0.711199485829246,500
"prc",0.491458061854264,282
"prc",0.74635694566475,500
"prc",0.61787761912389,500
"prc",0.822563641458092,218
"prc",0.689753673815479,252
"prc",0.528653370985104,500
"prc",0.18069476707802,500
"prc",0.63708203010188,219
"prc",0.893215707886745,219
"prc",0.782212042249739,290
"prc",0.82643977220298,332
"prc",0.577885823671286,301
"prc",0.672926853976998,198
"prc",0.729352403112559,245
