"","V1","V2"
"prc",0.579541451498574,309
"prc",0.951719407457858,246
"prc",0.580069807075037,262
"prc",0.728681917576229,319
"prc",0.797196270761025,212
"prc",0.798354383430206,291
"prc",0.769362526087492,253
"prc",0.814312461517094,308
"prc",0.356376737109659,325
"prc",0.284923754627542,1000
"prc",0.608081476036277,1000
"prc",0.959897928314247,280
"prc",0.472296077716803,1000
"prc",0.73691673564049,257
"prc",0.897117558108898,244
"prc",0.820263755872992,329
"prc",0.771577835274751,482
"prc",0.48547047768336,371
"prc",0.175460163991825,1000
"prc",0.740002331689146,218
"prc",0.659623620191626,651
"prc",0.722210559281794,349
"prc",0.277283546478287,1000
"prc",0.912808715155823,367
"prc",0.496586841876235,1000
"prc",0.761319415515983,256
"prc",0.671671631052068,408
"prc",0.961672640149938,253
"prc",0.905096397853876,277
"prc",0.325494697098346,199
"prc",0.820319880959669,332
"prc",0.633523257558837,1000
"prc",0.735156922144633,272
"prc",0.677226371862286,247
"prc",0.5122425467636,1000
"prc",0.791803695261478,188
"prc",0.950036344310159,373
"prc",0.806667847777991,275
"prc",0.844366530303423,256
"prc",0.589650606179939,1000
"prc",0.187282204244505,260
"prc",0.818661513811379,377
"prc",0.768727607166796,265
"prc",0.774762587439196,249
"prc",0.967328665896739,243
"prc",0.538399943202077,1000
"prc",0.844654370510184,349
"prc",0.176586881335459,1000
"prc",0.23690211312608,1000
"prc",0.61210339823683,1000
"prc",0.521157976130352,269
"prc",0.316866024829374,1000
"prc",0.4689172379174,1000
"prc",0.84829342991625,321
"prc",0.928034308001253,392
"prc",0.361679269250336,1000
"prc",0.301997074711264,306
"prc",0.828709352798029,292
"prc",0.835967984105296,358
"prc",0.959699847141975,411
"prc",0.878791290892325,349
"prc",0.768273192472646,1000
"prc",0.297712558065998,1000
"prc",0.875026639678753,273
"prc",0.928441286525306,255
"prc",0.803473644004222,279
"prc",0.618205590901677,1000
"prc",0.562099622836446,317
"prc",0.914975719416843,252
"prc",0.720622917819841,708
"prc",0.4115605347746,1000
"prc",0.783024991208724,1000
"prc",0.127985134504772,1000
"prc",0.661749861303571,381
"prc",0.890383870350014,279
"prc",0.445349217036045,1000
"prc",0.37376399033429,1000
"prc",0.815347070623116,334
"prc",0.696424366151001,1000
"prc",0.670877474040596,271
"prc",0.967313519048998,292
"prc",0.493978844809474,266
"prc",0.244520122082904,1000
"prc",0.864662328004545,379
"prc",0.511096693004354,1000
"prc",0.167899892648645,1000
"prc",0.738463392956,275
"prc",0.905157035746265,271
"prc",0.826080876320381,249
"prc",0.927875909123424,318
"prc",0.794741962360693,321
"prc",0.947923709811898,287
"prc",0.426043532004982,1000
"prc",0.733198389420103,266
"prc",0.538895156298417,478
"prc",0.310465781095018,1000
"prc",0.58271547970289,1000
"prc",0.971723172119727,306
"prc",0.31673402232118,1000
"prc",0.410311668352315,1000
"prc",0.889002750664219,207
"prc",0.965936998371035,304
"prc",0.591630517094232,243
"prc",0.944702514145962,259
"prc",0.932288238943061,243
"prc",0.688004041026693,235
"prc",0.750883837284192,1000
"prc",0.895660707736205,267
"prc",0.510844416174417,1000
"prc",0.157923555056035,1000
"prc",0.689949420654745,1000
"prc",0.683025374259873,319
"prc",0.972770162501975,374
"prc",0.659486211206326,535
"prc",0.32124948942486,1000
"prc",0.502229252519707,277
"prc",0.233598304105302,1000
"prc",0.598104981889072,1000
"prc",0.360869550146893,1000
"prc",0.317704434972256,336
"prc",0.935572299786716,298
"prc",0.827742741717135,231
"prc",0.342121503260352,1000
"prc",0.928660784318459,333
"prc",0.892488849814981,274
"prc",0.224629543713824,1000
"prc",0.64150748026612,310
"prc",0.310430296529084,1000
"prc",0.449235829044791,1000
"prc",0.849671985004462,307
"prc",0.304331663892075,1000
"prc",0.757247235653374,537
"prc",0.383043866028607,1000
"prc",0.199271755439101,203
"prc",0.898937226227466,277
"prc",0.226974736961956,1000
"prc",0.727235498637253,352
"prc",0.728242357288871,395
"prc",0.971623637019565,292
"prc",0.777853931245558,252
"prc",0.912604806798638,328
"prc",0.717537990643405,247
"prc",0.394444275528704,201
"prc",0.312884714008291,1000
"prc",0.581241740987034,1000
"prc",0.823341051427027,309
"prc",0.750821066623115,1000
"prc",0.337761768861217,206
"prc",0.491495418928418,351
"prc",0.942400625139913,255
"prc",0.822066082034771,276
"prc",0.802333093604402,223
"prc",0.537395567514514,280
"prc",0.597896335454767,223
"prc",0.845758914884691,1000
"prc",0.899698603971332,567
"prc",0.685660883537768,307
"prc",0.266058389752665,1000
"prc",0.901320467675653,316
"prc",0.855383794206907,233
"prc",0.817964694088361,312
"prc",0.618750840735932,282
"prc",0.666546100631868,415
"prc",0.976218927167721,271
"prc",0.89561460589917,347
"prc",0.785497567497705,306
"prc",0.575818224673105,298
"prc",0.904509774290537,239
"prc",0.511191800044959,263
"prc",0.593530082901684,280
"prc",0.52467170251789,357
"prc",0.601852739056317,277
"prc",0.800609099852177,244
"prc",0.552249246458614,1000
"prc",0.927691707013211,308
"prc",0.38291461843979,1000
"prc",0.877134604543886,267
"prc",0.447799964716621,249
"prc",0.587021173133204,276
"prc",0.819595729000866,266
"prc",0.565019266765346,1000
"prc",0.851613336060123,327
"prc",0.878696532363035,290
"prc",0.908628472556159,266
"prc",0.518947913347944,233
"prc",0.545868776565162,302
"prc",0.746966176145874,270
"prc",0.910494738431903,318
"prc",0.722728196595449,248
"prc",0.767229399086871,311
"prc",0.683738259352086,345
"prc",0.796092758557814,311
"prc",0.905132659820511,199
"prc",0.346323663369917,1000
"prc",0.859814912957304,272
"prc",0.380039166576941,236
"prc",0.674581370581234,303
"prc",0.583687469938441,302
"prc",0.892836791353629,247
"prc",0.950213214409921,278
"prc",0.342206525598087,268
"prc",0.913286918701202,254
"prc",0.848826505325954,336
"prc",0.966448899504601,331
"prc",0.329432791986265,1000
"prc",0.917917291432911,239
"prc",0.676899853171598,263
"prc",0.163777704967697,1000
"prc",0.951875398291604,248
"prc",0.570393751512336,283
"prc",0.910354997483539,1000
"prc",0.936271196696907,350
"prc",0.492971336505577,319
"prc",0.60270063780869,306
"prc",0.942111654745817,283
"prc",0.415654243088747,261
"prc",0.912092540805758,328
"prc",0.45367097731351,322
"prc",0.285168842263885,1000
"prc",0.516630352039401,1000
"prc",0.778915785837407,307
"prc",0.954483986594805,339
"prc",0.134546721353944,1000
"prc",0.397929054033376,1000
"prc",0.889372789739248,263
"prc",0.324604055573799,1000
"prc",0.598738457313647,263
"prc",0.754617249054433,277
"prc",0.548538507071926,395
"prc",0.699970648697048,280
"prc",0.631490629495067,337
"prc",0.974321546799996,321
"prc",0.757675833324445,242
"prc",0.875977511380744,280
"prc",0.772861410909351,236
"prc",0.683948468990697,1000
"prc",0.950652173692908,314
"prc",0.982408790511317,309
"prc",0.323446068457857,1000
"prc",0.164739934698514,1000
"prc",0.936028232441886,282
"prc",0.0862796793271806,288
"prc",0.752811539607743,249
"prc",0.839288857144614,311
"prc",0.658030996966523,311
"prc",0.588366512081348,253
"prc",0.450712887817336,1000
"prc",0.714414604519512,320
"prc",0.48031214069849,1000
"prc",0.800805562047982,327
"prc",0.377872498508579,1000
"prc",0.378826433388407,1000
"prc",0.181266843063538,1000
"prc",0.593738664681202,254
"prc",0.364887201345946,298
"prc",0.633078281868103,285
"prc",0.961622528083549,274
"prc",0.587571988783448,1000
"prc",0.727228115951898,331
"prc",0.394665705433809,1000
"prc",0.813419662662508,362
"prc",0.823213310766162,313
"prc",0.962808268135596,372
"prc",0.902655275839874,322
"prc",0.941821391338154,297
"prc",0.786557583905318,350
"prc",0.91669243418922,281
"prc",0.552044034686633,1000
"prc",0.74029720315728,1000
"prc",0.748806374892045,1000
"prc",0.75567279292234,271
"prc",0.476396008801701,1000
"prc",0.820788231486564,349
"prc",0.941193467243483,233
"prc",0.583509425950036,1000
"prc",0.115028479026411,1000
"prc",0.317170739147776,1000
"prc",0.216123918195018,1000
"prc",0.55285370281021,1000
"prc",0.295838347426524,1000
"prc",0.74470861441474,275
"prc",0.957303631995969,303
"prc",0.988991145145002,280
"prc",0.860500486741098,307
"prc",0.170539958181554,1000
"prc",0.666658925139071,471
"prc",0.927888670157751,1000
"prc",0.801310382673846,327
"prc",0.859979355726026,318
"prc",0.305581136214017,374
"prc",0.822396395134502,252
"prc",0.199103102252873,1000
"prc",0.588490848630375,317
"prc",0.415393825474323,318
"prc",0.266481819958152,1000
"prc",0.349237208611277,1000
"prc",0.826569785838764,321
"prc",0.181784861839796,1000
"prc",0.487759453995592,1000
"prc",0.232691678853852,1000
"prc",0.342431618265771,1000
"prc",0.880145774305086,323
"prc",0.230589721051465,1000
"prc",0.965440309286921,311
"prc",0.417808833659864,307
"prc",0.754931265113912,281
"prc",0.955546592553968,258
"prc",0.846418613330552,288
"prc",0.903996158866029,342
"prc",0.895959442161827,323
"prc",0.814781843903748,317
"prc",0.871964178221556,299
"prc",0.948735101166747,296
"prc",0.755366590978833,283
"prc",0.65971795715136,303
"prc",0.482220249339098,1000
"prc",0.470938783124016,1000
"prc",0.607065040481222,295
"prc",0.814201260670362,269
"prc",0.648644490770119,297
"prc",0.309624971617378,1000
"prc",0.356839173619508,590
"prc",0.835268696039623,244
"prc",0.800107677302816,271
"prc",0.67457210591209,342
"prc",0.545131734754963,244
"prc",0.900180903528178,292
"prc",0.89217344703445,374
"prc",0.41000234498405,1000
"prc",0.846968028420473,362
"prc",0.89155931524275,305
"prc",0.606365114488073,1000
"prc",0.646214477668936,1000
"prc",0.303395575112389,1000
"prc",0.83589751185338,1000
"prc",0.511914526283668,1000
"prc",0.855012396286589,214
"prc",0.217182371608694,1000
"prc",0.324893958333551,1000
"prc",0.138677481132213,1000
"prc",0.3451281692042,1000
"prc",0.864975716151735,269
"prc",0.445587170330771,1000
"prc",0.896834450792156,351
"prc",0.70361000288497,194
"prc",0.723211714614402,243
"prc",0.918874476506722,316
"prc",0.820797228217855,233
"prc",0.578674901039431,263
"prc",0.69849158077519,249
"prc",0.772104954849198,238
"prc",0.304660243690379,1000
"prc",0.51085261468246,267
"prc",0.582414165741819,755
"prc",0.754158019508217,297
"prc",0.379890747668002,1000
"prc",0.891083464227325,562
"prc",0.935149643588446,352
"prc",0.633121164576059,1000
"prc",0.899831472211243,311
"prc",0.683247091202978,166
"prc",0.869518128798946,335
"prc",0.66779033562132,302
"prc",0.981189482197092,255
"prc",0.512258151627383,1000
"prc",0.726675712229574,344
"prc",0.874867398574875,289
"prc",0.21713605689524,1000
"prc",0.232302752055374,1000
"prc",0.756807015240923,325
"prc",0.717502635867134,232
"prc",0.473621267880149,1000
"prc",0.666594931773622,278
"prc",0.366693369643397,1000
"prc",0.290733206080748,1000
"prc",0.634826493887779,234
"prc",0.38834947550231,1000
"prc",0.870720776154057,327
"prc",0.95306353738495,331
"prc",0.965418780286449,272
"prc",0.239885855193305,1000
"prc",0.865732766468735,324
"prc",0.798098524155862,379
"prc",0.923340218242112,315
"prc",0.919733380825788,258
"prc",0.757356384385596,213
"prc",0.73531144088609,214
