"","V1","V2"
"prc",0.105019629031566,34
"prc",0.133458010030216,30
"prc",0.125194657205367,39
"prc",0.0668479012754545,14
"prc",0.157538697366219,27
"prc",0.0899714525018399,14
"prc",0.157506810775684,41
"prc",0.158413676034805,24
"prc",0.0841442329343408,13
"prc",0.0605838194883922,29
"prc",0.108243421073638,25
"prc",0.314896282884384,58
"prc",0.100244389260918,25
"prc",0.186539155516737,22
"prc",0.221249476755951,24
"prc",0.123327914108979,34
"prc",0.0917560610184263,24
"prc",0.131253826525245,26
"prc",0.0598226768609282,14
"prc",0.10316264352816,33
"prc",0.185631274930658,45
"prc",0.116444479428487,27
"prc",0.147208109281628,27
"prc",0.152327279540181,31
"prc",0.159227969468042,39
"prc",0.121806952554148,33
"prc",0.10245184991107,27
"prc",0.167296115866515,33
"prc",0.191796845489309,34
"prc",0.098446173788797,27
"prc",0.163523759132105,39
"prc",0.183035034475958,23
"prc",0.250958354445722,38
"prc",0.166945219127023,26
"prc",0.179100486741712,42
"prc",0.0860413836306144,16
"prc",0.0444282816889166,32
"prc",0.21260573773864,42
"prc",0.142072822935149,25
"prc",0.10925048338925,24
"prc",0.154660708913945,56
"prc",0.0382442066966392,21
"prc",0.00448549970801847,22
"prc",0.131637633687579,7
"prc",0.0669340509842789,35
"prc",0.0836729740064737,19
"prc",0.157190439153244,24
"prc",0.147934138254427,20
"prc",0.19534304149248,58
"prc",0.126433701171339,27
"prc",0.120309485479934,13
"prc",0.111978366869301,32
"prc",0.129214635844908,32
"prc",0.171486044863202,35
"prc",0.342495208955096,30
"prc",0.140939282811996,27
"prc",0.198738250742648,30
"prc",0.0887217804280055,19
"prc",0.0476133867957648,30
"prc",0.186856375506294,22
"prc",0.232116216543843,37
"prc",0.240835397883373,38
"prc",0.247204319164157,26
"prc",0.057424540781763,34
"prc",0.178396425110598,22
"prc",0.186031458597338,49
"prc",0.178817598800193,20
"prc",0.0984735880184042,18
"prc",0.0790437449113119,16
"prc",0.204070398573782,25
"prc",0.220522644387229,35
"prc",0.13579744475218,35
"prc",0.148402199646933,24
"prc",0.146981810631742,24
"prc",0.104889401224277,18
"prc",0.183400963529689,30
"prc",0.0782440154241654,28
"prc",0.145874050468681,17
"prc",0.181056245921143,36
"prc",0.166981335113227,19
"prc",0.122472930570845,27
"prc",0.0662641108866927,35
"prc",0.075892071144144,15
"prc",0.178714279622278,21
"prc",0.149486220922394,27
"prc",0.140179128446525,27
"prc",0.0326214474176659,19
